delf* 214 1394
tipo: circulo, id: 214, raio: 2.500000, x: 548.000000, y: 41.250000, corb: black, corp: dimgray
tipo: circulo, id: 285, raio: 2.500000, x: 692.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 286, raio: 2.500000, x: 728.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 287, raio: 2.500000, x: 686.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 288, raio: 2.500000, x: 692.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 289, raio: 2.500000, x: 722.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 290, raio: 2.500000, x: 728.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 291, raio: 2.500000, x: 686.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 292, raio: 2.500000, x: 692.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 293, raio: 2.500000, x: 698.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 294, raio: 2.500000, x: 704.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 295, raio: 2.500000, x: 710.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 296, raio: 2.500000, x: 716.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 297, raio: 2.500000, x: 722.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 298, raio: 2.500000, x: 728.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 299, raio: 2.500000, x: 744.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 300, raio: 2.500000, x: 750.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 301, raio: 2.500000, x: 756.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 302, raio: 2.500000, x: 762.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 303, raio: 2.500000, x: 768.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 304, raio: 2.500000, x: 774.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 305, raio: 2.500000, x: 738.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 306, raio: 2.500000, x: 780.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 307, raio: 2.500000, x: 738.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 308, raio: 2.500000, x: 780.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 309, raio: 2.500000, x: 738.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 310, raio: 2.500000, x: 780.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 311, raio: 2.500000, x: 738.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 312, raio: 2.500000, x: 780.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 313, raio: 2.500000, x: 738.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 314, raio: 2.500000, x: 780.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 315, raio: 2.500000, x: 738.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 316, raio: 2.500000, x: 780.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 317, raio: 2.500000, x: 744.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 318, raio: 2.500000, x: 750.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 319, raio: 2.500000, x: 756.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 320, raio: 2.500000, x: 762.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 321, raio: 2.500000, x: 768.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 322, raio: 2.500000, x: 774.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 323, raio: 2.500000, x: 790.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 324, raio: 2.500000, x: 796.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 325, raio: 2.500000, x: 802.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 326, raio: 2.500000, x: 808.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 327, raio: 2.500000, x: 814.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 328, raio: 2.500000, x: 820.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 329, raio: 2.500000, x: 826.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 330, raio: 2.500000, x: 790.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 331, raio: 2.500000, x: 832.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 332, raio: 2.500000, x: 790.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 333, raio: 2.500000, x: 832.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 334, raio: 2.500000, x: 790.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 335, raio: 2.500000, x: 796.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 336, raio: 2.500000, x: 802.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 337, raio: 2.500000, x: 808.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 338, raio: 2.500000, x: 814.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 339, raio: 2.500000, x: 820.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 340, raio: 2.500000, x: 826.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 341, raio: 2.500000, x: 790.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 342, raio: 2.500000, x: 814.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 343, raio: 2.500000, x: 790.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 344, raio: 2.500000, x: 820.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 345, raio: 2.500000, x: 790.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 346, raio: 2.500000, x: 826.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 347, raio: 2.500000, x: 790.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 348, raio: 2.500000, x: 832.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 349, raio: 2.500000, x: 900.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 350, raio: 2.500000, x: 906.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 351, raio: 2.500000, x: 912.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 352, raio: 2.500000, x: 918.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 353, raio: 2.500000, x: 924.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 354, raio: 2.500000, x: 930.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 355, raio: 2.500000, x: 894.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 356, raio: 2.500000, x: 936.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 357, raio: 2.500000, x: 894.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 358, raio: 2.500000, x: 936.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 359, raio: 2.500000, x: 894.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 360, raio: 2.500000, x: 936.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 361, raio: 2.500000, x: 894.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 362, raio: 2.500000, x: 900.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 363, raio: 2.500000, x: 906.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 364, raio: 2.500000, x: 912.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 365, raio: 2.500000, x: 918.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 366, raio: 2.500000, x: 924.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 367, raio: 2.500000, x: 930.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 368, raio: 2.500000, x: 894.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 369, raio: 2.500000, x: 894.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 370, raio: 2.500000, x: 894.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 371, raio: 2.500000, x: 952.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 372, raio: 2.500000, x: 958.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 373, raio: 2.500000, x: 964.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 374, raio: 2.500000, x: 970.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 375, raio: 2.500000, x: 976.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 376, raio: 2.500000, x: 982.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 377, raio: 2.500000, x: 946.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 378, raio: 2.500000, x: 988.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 379, raio: 2.500000, x: 946.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 380, raio: 2.500000, x: 988.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 381, raio: 2.500000, x: 946.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 382, raio: 2.500000, x: 988.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 383, raio: 2.500000, x: 946.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 384, raio: 2.500000, x: 952.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 385, raio: 2.500000, x: 958.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 386, raio: 2.500000, x: 964.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 387, raio: 2.500000, x: 970.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 388, raio: 2.500000, x: 976.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 389, raio: 2.500000, x: 982.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 390, raio: 2.500000, x: 988.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 391, raio: 2.500000, x: 946.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 392, raio: 2.500000, x: 988.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 393, raio: 2.500000, x: 946.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 394, raio: 2.500000, x: 988.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 395, raio: 2.500000, x: 946.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 396, raio: 2.500000, x: 988.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 397, raio: 2.500000, x: 998.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 398, raio: 2.500000, x: 1040.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 399, raio: 2.500000, x: 998.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 400, raio: 2.500000, x: 1040.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 401, raio: 2.500000, x: 998.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 402, raio: 2.500000, x: 1040.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 403, raio: 2.500000, x: 998.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 404, raio: 2.500000, x: 1040.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 405, raio: 2.500000, x: 998.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 406, raio: 2.500000, x: 1040.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 407, raio: 2.500000, x: 998.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 408, raio: 2.500000, x: 1040.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 409, raio: 2.500000, x: 998.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 410, raio: 2.500000, x: 1040.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 411, raio: 2.500000, x: 1004.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 412, raio: 2.500000, x: 1010.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 413, raio: 2.500000, x: 1016.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 414, raio: 2.500000, x: 1022.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 415, raio: 2.500000, x: 1028.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 416, raio: 2.500000, x: 1034.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 417, raio: 2.500000, x: 1050.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 418, raio: 2.500000, x: 1056.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 419, raio: 2.500000, x: 1050.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 420, raio: 2.500000, x: 1056.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 421, raio: 2.500000, x: 1050.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 422, raio: 2.500000, x: 1056.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 423, raio: 2.500000, x: 1050.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 424, raio: 2.500000, x: 1056.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 425, raio: 2.500000, x: 1050.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 426, raio: 2.500000, x: 1056.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 427, raio: 2.500000, x: 1050.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 428, raio: 2.500000, x: 1056.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 429, raio: 2.500000, x: 1092.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 430, raio: 2.500000, x: 1050.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 431, raio: 2.500000, x: 1056.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 432, raio: 2.500000, x: 1086.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 433, raio: 2.500000, x: 1092.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 434, raio: 2.500000, x: 1050.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 435, raio: 2.500000, x: 1056.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 436, raio: 2.500000, x: 1062.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 437, raio: 2.500000, x: 1068.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 438, raio: 2.500000, x: 1074.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 439, raio: 2.500000, x: 1080.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 440, raio: 2.500000, x: 1086.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 441, raio: 2.500000, x: 1092.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 442, raio: 2.500000, x: 1102.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 443, raio: 2.500000, x: 1108.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 444, raio: 2.500000, x: 1114.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 445, raio: 2.500000, x: 1120.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 446, raio: 2.500000, x: 1126.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 447, raio: 2.500000, x: 1132.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 448, raio: 2.500000, x: 1138.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 449, raio: 2.500000, x: 1144.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 450, raio: 2.500000, x: 1102.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 451, raio: 2.500000, x: 1120.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 452, raio: 2.500000, x: 1126.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 453, raio: 2.500000, x: 1144.000000, y: 16.250000, corb: black, corp: dimgray

tipo: circulo, id: 454, raio: 2.500000, x: 1120.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 455, raio: 2.500000, x: 1126.000000, y: 22.500000, corb: black, corp: dimgray

tipo: circulo, id: 456, raio: 2.500000, x: 1120.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 457, raio: 2.500000, x: 1126.000000, y: 28.750000, corb: black, corp: dimgray

tipo: circulo, id: 458, raio: 2.500000, x: 1120.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 459, raio: 2.500000, x: 1126.000000, y: 35.000000, corb: black, corp: dimgray

tipo: circulo, id: 460, raio: 2.500000, x: 1120.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 461, raio: 2.500000, x: 1126.000000, y: 41.250000, corb: black, corp: dimgray

tipo: circulo, id: 462, raio: 2.500000, x: 1102.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 463, raio: 2.500000, x: 1120.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 464, raio: 2.500000, x: 1126.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 465, raio: 2.500000, x: 1144.000000, y: 47.500000, corb: black, corp: dimgray

tipo: circulo, id: 466, raio: 2.500000, x: 1102.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 467, raio: 2.500000, x: 1108.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 468, raio: 2.500000, x: 1114.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 469, raio: 2.500000, x: 1120.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 470, raio: 2.500000, x: 1126.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 471, raio: 2.500000, x: 1132.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 472, raio: 2.500000, x: 1138.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 473, raio: 2.500000, x: 1144.000000, y: 53.750000, corb: black, corp: dimgray

tipo: circulo, id: 474, raio: 2.500000, x: 1160.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 475, raio: 2.500000, x: 1166.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 476, raio: 2.500000, x: 1172.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 477, raio: 2.500000, x: 1178.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 478, raio: 2.500000, x: 1184.000000, y: 10.000000, corb: black, corp: dimgray

tipo: circulo, id: 479, raio: 2.500000, x: 1190.000000, y: 10.000000, corb: black, corp: dimgray

