"Tipo: quadra, Cep: B31-15.13, x: 3570.000000, y: 1435.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-9.15, x: 3790.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-10.16, x: 3900.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.1, x: 4255.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.2, x: 4365.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.3, x: 4475.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.4, x: 4585.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-15.5, x: 4695.000000, y: 1435.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-16.6, x: 2800.000000, y: 1520.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-17.7, x: 2910.000000, y: 1605.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-18.8, x: 3020.000000, y: 1690.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-19.9, x: 3130.000000, y: 1775.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B31-20.10, x: 3240.000000, y: 1860.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: orange, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B41-1.8, x: 3260.000000, y: 2190.000000, w: 120.000000, h: 95.000000, sw: 1.0, cfill: grey, cstrk: black, rx: 0.0" foi removido.
