"Tipo: quadra, Cep: B32-12.1, x: 4255.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.2, x: 4365.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.3, x: 4475.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.4, x: 4585.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.5, x: 4695.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.6, x: 4805.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-15.7, x: 4915.000000, y: 1435.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.1, x: 4255.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.2, x: 4365.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.3, x: 4475.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.4, x: 4585.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.5, x: 4695.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.6, x: 4805.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.7, x: 4915.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-15.8, x: 5025.000000, y: 1435.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.1, x: 4255.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.2, x: 4365.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.3, x: 4475.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.4, x: 4585.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.5, x: 4695.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.6, x: 4805.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.7, x: 4915.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.8, x: 5025.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-15.9, x: 5135.000000, y: 1435.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.1, x: 4255.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.2, x: 4365.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.3, x: 4475.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.4, x: 4585.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.5, x: 4695.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.6, x: 4805.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.7, x: 4915.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.8, x: 5025.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.9, x: 5135.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.1, x: 4255.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.2, x: 4365.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.3, x: 4475.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.4, x: 4585.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.5, x: 4695.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.6, x: 4805.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.7, x: 4915.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.8, x: 5025.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.9, x: 5135.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-14.10, x: 5245.000000, y: 1350.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.1, x: 4255.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.2, x: 4365.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.3, x: 4475.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.4, x: 4585.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.5, x: 4695.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.6, x: 4805.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.7, x: 4915.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.8, x: 5025.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.9, x: 5135.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.10, x: 5245.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.1, x: 4255.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.2, x: 4365.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.3, x: 4475.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.4, x: 4585.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.5, x: 4695.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.6, x: 4805.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.7, x: 4915.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.8, x: 5025.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.9, x: 5135.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.10, x: 5245.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-13.11, x: 5355.000000, y: 1265.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.1, x: 4255.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.2, x: 4365.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.3, x: 4475.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.4, x: 4585.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.5, x: 4695.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.6, x: 4805.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.7, x: 4915.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.8, x: 5025.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.9, x: 5135.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.10, x: 5245.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.11, x: 5355.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.1, x: 4255.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.2, x: 4365.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.3, x: 4475.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.4, x: 4585.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.5, x: 4695.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.6, x: 4805.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.7, x: 4915.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.8, x: 5025.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.9, x: 5135.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.10, x: 5245.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.11, x: 5355.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-12.12, x: 5465.000000, y: 1180.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.2, x: 4365.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.3, x: 4475.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.4, x: 4585.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.5, x: 4695.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.6, x: 4805.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.7, x: 4915.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.8, x: 5025.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.9, x: 5135.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.10, x: 5245.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.11, x: 5355.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-11.12, x: 5465.000000, y: 1095.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.3, x: 4475.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.4, x: 4585.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.5, x: 4695.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.6, x: 4805.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.7, x: 4915.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.8, x: 5025.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.9, x: 5135.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.10, x: 5245.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.11, x: 5355.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.12, x: 5465.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.4, x: 4585.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.5, x: 4695.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.6, x: 4805.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.7, x: 4915.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.8, x: 5025.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.9, x: 5135.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.10, x: 5245.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.11, x: 5355.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.12, x: 5465.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-10.13, x: 5575.000000, y: 1010.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.5, x: 4695.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.6, x: 4805.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.7, x: 4915.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.8, x: 5025.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.9, x: 5135.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.10, x: 5245.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.11, x: 5355.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.12, x: 5465.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-9.13, x: 5575.000000, y: 925.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.6, x: 4805.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.7, x: 4915.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-3.8, x: 5025.000000, y: 415.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-4.9, x: 5135.000000, y: 500.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-5.10, x: 5245.000000, y: 585.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-6.11, x: 5355.000000, y: 670.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-7.12, x: 5465.000000, y: 755.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-8.13, x: 5575.000000, y: 840.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-1.7, x: 4915.000000, y: 245.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
"Tipo: quadra, Cep: B32-2.8, x: 5025.000000, y: 330.000000, w: 100.000000, h: 75.000000, sw: 1.0, cfill: yellow, cstrk: black, rx: 0.0" foi removido.
